DSBType	Size	Sum_H3K36me3	Sum_H3K27me3	Sum_H3K4me3	Sum_CTCF	Sum_DNaseIHSS1	Sum_DNaseIHSS2	DistanceToOrigin	DistanceToCTCF	DistanceToDNaseIHSS1	DistanceToDNaseIHSS2	DistanceToH3K4me3	DistanceToH3K27me3	DistanceToH3K36me3
0	729	301.679	174.414	60.2632	418.4	7.31025	7.09986	19248	455	44050	527	43348	10509	53410
0	1607	863.822	443.815	76.2436	610.4	24.6885	36.4587	41450	4788	260509	7728	302197	352076	441806
0	366	1170.5	157.047	73.3491	55.9	7.71881	7.96335	10174	4150	21398	9728	18418	102354	1413
0	398	86.5635	219.453	0	156	0	0	0	2446	282848	23984	315331	1751356	887446
0	591	105.738	772.858	0	420.2	4.39199	0	0	7008	36876	30486	90667	1185839	280495
0	396	70.2576	341.149	0	416.4	2.87449	21.1077	4615	687	54874	54459	154169	648652	255613
0	400	0	255.859	0	529.3	0.802522	0	11348	414	78470	78456	125152	123786	480665
0	930	211.476	188.246	313.105	177.8	7.97415	18.853	2886	14203	196464	37298	37493	2723412	1068257
0	634	1969.19	343.416	82.6394	348.8	33.5017	31.2298	13948	319	11188	11128	32687	401822	2194
0	888	219.496	160.573	0	247.2	8.60888	24.9455	6364	0	248732	16780	248304	1499079	1706769
0	524	280.899	484.524	13458.3	3933.6	471.862	246.72	4639	0	160	220	0	70395	80154
0	638	278.961	610.785	52.2613	399.3	16.2183	38.0418	434	3380	10930	9730	9825	55048	50768
0	453	141.287	81.2119	74.1848	27.9	6.42018	15.351	9482	20485	4111	4111	4154	161427	34881
0	763	105.738	118.892	242.532	305.3	11.3958	13.0964	3153	543	272394	75637	272320	3086794	2685975
0	1440	105.738	237.809	0	0	1.16731	0	11716	5364	216495	15371	1139299	2573855	2952331
0	829	252.064	491.28	156.752	768.5	10.9289	7.67552	15019	25572	424844	103232	590710	478183	856659
0	1262	0	0	0	0	0	0	458398	314898	203659	53550	1382371	4912294	4940079
0	974	0	0	0	0	0	0	6418863	4585488	6026059	6023533	6313067	13330323	13358108
0	303	0	0	0	0	0	0	3024621	3285772	3288539	2432839	3284797	3692330	5248660
0	503	117.203	626.663	129.848	456.5	7.33214	4.94112	33299	11737	217792	17700	137947	455629	545774
0	1688	654.156	2158.77	146.563	1142	15.6857	28.7832	2115	4534	37336	5293	118365	49657	282351
0	498	144.629	153.013	130.94	21.1	8.27329	0	0	2005	115479	7946	304493	43945	620235
0	403	124.993	499.528	31.8635	664.7	3.5384	0	991	0	4118	4118	136511	123961	144561
0	903	275.767	991.218	231.752	227.8	24.2362	18.0375	7281	6230	31303	31275	31033	8472	168903
0	950	28.5033	518.201	78.7918	7.9	8.46297	34.4919	9763	5740	100620	35660	99778	180088	108666
0	455	0	236.234	0	0	3.28304	13.2403	992	6452	29832	29752	122481	96189	1204507
0	880	115.204	439.402	125.977	546.1	20.6321	45.3815	16106	3896	13935	9695	13682	20802	15601
0	633	191.746	259.805	160.874	123.1	24.4624	31.7575	0	2588	3569	3569	3647	2287	22060
0	685	386.497	1997.51	0	445.5	27.5557	18.6611	14545	11461	73033	41768	72347	603	127753
0	329	0	696.273	120.052	276.4	3.55299	3.16615	26680	1720	38958	26737	26855	11848	32099
0	667	211.476	82.1928	436.296	127.1	6.07729	7.91538	5138	418	128726	58887	1628757	4299811	1532147
0	545	211.477	273.463	110.951	4.2	3.5384	8.3951	846	2753	12626	11226	12031	2656466	60590
0	383	103.786	336.059	0	550.4	1.42995	6.71608	1741	2298	14276	3188	70879	6408686	136455
0	330	235.729	325.444	113.236	56.1	2.40757	0	9457	6868	5378	3919	83721	125037	182534
0	636	105.738	694.568	110.951	198.6	6.19402	15.3511	4802	3460	22494	22494	21741	537890	595387
0	1003	469.664	392.125	88.8622	198	4.83703	22.0671	0	4610	323787	45135	418963	105862	461725
0	968	140.907	156.004	0	864.7	6.63176	30.4143	23680	5462	59031	37074	139554	626639	35617
0	992	0	0	0	0	0	0	1356708	1360249	1523409	1448329	1984243	6619994	2583614
0	462	0	0	0	0	0	0	1333335	1451834	1918971	1744050	2251478	7015556	2580096
0	896	109.732	318.451	43.2364	1335.6	9.47707	0	0	35489	373952	33333	473051	5955146	801669
0	621	41.0801	64.9857	0	586.1	6.42018	0	6824	15319	655365	88028	825680	1159165	1932989
0	436	184.454	931.507	18.0098	106.1	5.41338	6.71608	0	2584	41246	11929	142881	77829	724323
0	589	799.962	255.667	14009.3	1144.1	1162.7	814.613	0	121	0	0	0	568708	21704
0	433	0	64.3817	5.57312	19.2	3.08606	2.3986	4733	10877	91481	3273	89420	640982	42429
0	322	158.494	208.796	0	54.8	3.00581	0.47972	0	817	13451	12671	34080	4808735	234833
0	642	317.215	118.892	0	82.2	0	0	0	10213	154732	38375	153842	6577116	260489
0	516	459.99	137.641	85.2425	341	5.66143	15.351	62190	3977	35875	44634	43528	10660398	3755677
0	767	313.665	830.579	85.0021	1057	11.943	0	4440	800	761967	106329	761244	12522153	5617432
0	400	0	0	0	172.9	8.86423	15.351	3492	429	16814	5083	16719	3788460	3977161
0	309	55.8902	210.06	128.499	299.2	0	8.49104	3024	10878	45009	45049	44965	538335	347045
0	689	122.56	794.993	0	169.5	17.247	11.6092	9807	59	35774	28909	8570	23503	516878
0	372	264.483	170.435	300	448.6	11.2864	15.351	0	720	2072	1592	366	99243	16124
0	374	120.702	374.39	105.611	546.6	7.38321	5.6607	0	2500	339748	1069	480517	607897	430537
0	520	35.0169	538.438	54.0358	217.3	6.71201	28.1116	49434	250	5307	1702	5345	713862	164025
0	431	3.67784	0	74.7245	25.6	7.33944	9.35454	12346	38917	284536	107796	2453718	3208468	2340641
0	468	105.738	105.016	0	68.5	8.47756	16.6943	0	5876	195157	18417	2543060	3119089	2429983
0	803	230.311	442.691	107.084	1075.5	13.0447	22.0671	0	3339	70575	61010	73599	448527	82805
0	661	298.519	434.93	293.386	399.7	7.09139	6.71608	3487	6469	5950	4410	23567	40870	68435
0	657	137.127	366.611	199.899	700	4.28985	0	0	3006	22612	18169	152582	131269	542032
0	1002	362.28	695.364	74.0486	38.3	22.6311	15.8787	1311	2521	6250	5490	5233	433749	76614
