"Size" "Sum_H3K36me3" "Mean_H3K36me3" "Sum_H3K27me3" "Mean_H3K27me3" "Sum_H3K4me3" "Mean_H3K4me3" "Sum_CTCF" "Mean_CTCF" "Sum_DNaseIHSS1" "Mean_DNaseIHSS1" "Sum_DNaseIHSS2" "Mean_DNaseIHSS2" "DistanceToOrigin" "DistanceToCTCF" "DistanceToDNaseIHSS1" "DistanceToDNaseIHSS2" "DistanceToH3K4me3" "DistanceToH3K27me3" "DistanceToH3K36me3"
"4037" "1237" "94.1426" "0.0761056" "0" "0" "196.485" "0.15884" "1123.3" "1.30616" "13.8618" "0.011206" "46.0531" "0.0372297" "0" "6700" "1667" "1043" "7851" "617080" "26445"
"3823" "779" "187.508" "0.240703" "88.6401" "0.113787" "0" "0" "69" "0.0885751" "2.23247" "0.00286582" "0" "0" "24912" "3785" "254764" "17070" "174064" "3411355" "850970"
"339" "724" "0" "0" "482.004" "0.665751" "0" "0" "118.3" "0.185423" "8.11278" "0.0112055" "18.4212" "0.0254437" "0" "17054" "78804" "11200" "223471" "83774" "281529"
"447" "969" "141.28" "0.1458" "286.841" "0.296018" "83.3042" "0.0859693" "0" "0" "8.61617" "0.00889182" "13.4322" "0.0138619" "0" "1409" "26438" "12559" "36800" "123073" "948"
"1922" "2060" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6.09244" "0.0029575" "8054" "34845" "48405" "46851" "47870" "85158" "95132"
"1519" "1813" "0" "0" "0" "0" "0" "0" "28.7" "0.7" "0.408558" "0.000225349" "0" "0" "0" "15671" "650562" "30732" "793642" "1143303" "757500"
"2110" "451" "89.1876" "0.197755" "232.831" "0.516255" "0" "0" "0" "0" "6.79956" "0.0150766" "5.27692" "0.0117005" "13953" "5525" "34436" "26382" "348399" "382376" "454916"
"3802" "948" "113.936" "0.120186" "181.502" "0.191457" "0" "0" "199.7" "0.210654" "3.41437" "0.00360166" "2.25468" "0.00237836" "15921" "6074" "122386" "905" "1178120" "1322326" "1438067"
"3045" "881" "0" "0" "0" "0" "0" "0" "0" "0" "0.970324" "0.00110139" "0" "0" "0" "8967" "485049" "28423" "467846" "477222" "493202"
"1319" "1174" "233.543" "0.198929" "0" "0" "0" "0" "9.4" "0.00916179" "3.26846" "0.00278404" "1.63105" "0.00138931" "0" "2154" "1341726" "28302" "1750871" "1899518" "1734290"
"1332" "514" "0" "0" "9.40132" "0.0182905" "0" "0" "66.8" "0.129961" "1.37888" "0.00268265" "8.9228" "0.0173595" "11740" "4509" "107254" "40730" "96901" "1209408" "1186147"
