"Size" "Sum_H3K36me3" "Mean_H3K36me3" "Sum_H3K27me3" "Mean_H3K27me3" "Sum_H3K4me3" "Mean_H3K4me3" "Sum_CTCF" "Mean_CTCF" "Sum_DNaseIHSS1" "Mean_DNaseIHSS1" "Sum_DNaseIHSS2" "Mean_DNaseIHSS2" "DistanceToOrigin" "DistanceToCTCF" "DistanceToDNaseIHSS1" "DistanceToDNaseIHSS2" "DistanceToH3K4me3" "DistanceToH3K27me3" "DistanceToH3K36me3"
"3345" "748" "110.674" "0.14796" "118.892" "0.158947" "0" "0" "1389.2" "1.85722" "7.14975" "0.00955849" "13.4322" "0.0179574" "0" "483010" "531710" "84597" "500152" "978781" "576638"
"4015" "569" "121.237" "0.21307" "118.892" "0.20895" "0" "0" "125.7" "0.220914" "4.67652" "0.00821884" "6.71608" "0.0118033" "0" "1110" "903440" "131185" "1028569" "919113" "991811"
"3670" "601" "0" "0" "218.964" "0.364333" "110.186" "0.183338" "69.2" "0.115141" "7.58749" "0.0126248" "21.1077" "0.035121" "23043" "8541" "10853" "10353" "541385" "1936708" "638478"
"2198" "712" "42.5044" "0.0596971" "141.836" "0.199208" "0" "0" "0" "0" "0" "0" "0" "0" "13970" "7471" "385517" "81111" "559771" "561446" "603367"
"883" "578" "77.2429" "0.133638" "118.892" "0.205696" "0" "0" "0" "0" "5.3915" "0.00932785" "12.8085" "0.0221601" "84766" "276" "58662" "35374" "367544" "610970" "351831"
"2134" "772" "350.7" "0.454274" "973.807" "1.26141" "0" "0" "218.9" "0.283549" "16.8895" "0.0218775" "12.8085" "0.0165914" "3838" "918" "174724" "79812" "174472" "867588" "1001411"
"1203" "988" "102.434" "0.103679" "109.975" "0.111311" "7.4063" "0.00749625" "331.2" "0.335223" "6.52961" "0.00660892" "25.665" "0.0259767" "28301" "79389" "79200" "26892" "79474" "133552" "315454"
"1313" "498" "0" "0" "246.22" "0.494417" "0" "0" "171.8" "0.34498" "5.54471" "0.0111339" "27.8238" "0.055871" "2591" "8865" "111004" "28297" "520149" "668796" "503568"
"145" "551" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "171575" "131353" "814351" "24351" "814124" "2109814" "1084818"
"2867" "1259" "0" "0" "0" "0" "0" "0" "347.6" "0.416287" "15.6857" "0.0124588" "28.7832" "0.022862" "354" "18025" "60351" "6262" "60393" "4984479" "63185"
"3106" "694" "0" "0" "237.785" "0.342629" "99.4734" "0.143333" "70" "0.100865" "3.83752" "0.00552956" "0" "0" "77505" "592" "924335" "623875" "924135" "1194236" "1287349"
"1662" "809" "304.342" "0.376196" "0" "0" "0" "0" "72.5" "0.0896168" "20.5227" "0.025368" "5.61272" "0.00693785" "9563" "8819" "528873" "163950" "1039569" "2100355" "1642847"
"2348" "803" "21.1476" "0.0263357" "352.734" "0.43927" "0" "0" "149.6" "0.186301" "4.42117" "0.00550582" "15.2551" "0.0189976" "0" "93" "187968" "15758" "361112" "2102191" "476282"
"503" "1374" "38.0681" "0.027706" "57.6476" "0.041956" "0" "0" "1195.1" "0.869796" "142.922" "0.104019" "258.089" "0.187838" "1546" "10130" "688222" "126449" "731929" "1248270" "696559"
"1760" "989" "105.738" "0.106914" "237.441" "0.240082" "221.879" "0.224346" "423" "0.427705" "29.4307" "0.0297581" "80.593" "0.0814894" "28137" "2681" "42137" "2383" "9815" "66988" "15404"
"3408" "640" "85.7337" "0.133959" "0" "0" "0" "0" "390.9" "0.610781" "5.50093" "0.00859521" "14.2957" "0.022337" "30987" "4691" "579312" "12712" "576543" "981698" "1384271"
"3922" "451" "11.953" "0.0265033" "0" "0" "0" "0" "15.3" "0.0339246" "2.07197" "0.00459417" "15.3511" "0.0340378" "2345" "4202" "500439" "17633" "403775" "752686" "904093"
"3475" "963" "179.084" "0.185964" "181.744" "0.188726" "0" "0" "281.9" "0.292731" "16.0723" "0.0166899" "31.8054" "0.0330275" "10263" "131" "11912" "11851" "93317" "2747493" "281087"
"805" "753" "0" "0" "109.218" "0.145044" "0" "0" "0" "0" "2.57537" "0.00342014" "0" "0" "7872" "22015" "127187" "31763" "786923" "2843990" "2638684"
"3508" "432" "0" "0" "0" "0" "24.414" "0.056514" "135.4" "0.313426" "5.50823" "0.0127505" "6.71608" "0.0155465" "52924" "1523" "333856" "9516" "380279" "2221629" "350494"
"3321" "1226" "0" "0" "0" "0" "0" "0" "0" "0" "5.7198" "0.00466541" "14.0078" "0.0114256" "188807" "13725" "270941" "115928" "125964" "35787" "1592117"
"407" "1112" "0" "0" "118.892" "0.106918" "0" "0" "235.2" "1.30667" "9.77619" "0.00879154" "7.67552" "0.00690245" "9987" "9175" "37277" "37257" "64220" "180686" "46199"
"2137" "934" "222.949" "0.238704" "51.52" "0.0551606" "71.9605" "0.0770455" "8" "0.0104167" "4.23148" "0.0045305" "15.351" "0.0164358" "9596" "10915" "107876" "30575" "55935" "2110772" "346169"
"2698" "695" "9.84092" "0.0141596" "185.655" "0.267129" "93.2678" "0.134198" "77.8" "0.12252" "11.6366" "0.0167433" "20.1483" "0.0289903" "0" "4555" "76144" "11799" "75856" "152342" "793406"
"861" "908" "0" "0" "0" "0" "0" "0" "0" "0" "4.23149" "0.00466023" "6.71608" "0.00739656" "37656" "14412" "20147" "19125" "19656" "2584844" "338157"
"1645" "930" "0" "0" "3.96308" "0.00426138" "0" "0" "0" "0" "7.47805" "0.00804092" "20.628" "0.0221806" "58145" "12011" "42909" "12839" "131481" "369241" "547623"
"1621" "1619" "406.781" "0.251255" "127.363" "0.0786677" "307.948" "0.190208" "309.1" "0.204026" "11.2353" "0.00693967" "32.2372" "0.0199118" "2475" "4210" "113346" "91038" "148548" "253920" "8241"
"2779" "1267" "0" "0" "0" "0" "0" "0" "61.8" "0.0492038" "5.7198" "0.00451444" "10.1701" "0.00802689" "5855" "3548" "36787" "11689" "118593" "471455" "582384"
"3158" "523" "105.738" "0.202176" "21.7969" "0.0416767" "0" "0" "158.7" "0.303442" "3.74997" "0.00717011" "0.575664" "0.0011007" "51217" "99966" "191345" "191345" "388065" "2572737" "623171"
"4056" "523" "53.3844" "0.102073" "0" "0" "40.6327" "0.0776916" "0" "0" "1.45913" "0.00278993" "6.71608" "0.0128415" "10440" "13491" "500994" "86695" "1009259" "1515823" "2599317"
"1050" "897" "77.7126" "0.0866361" "352.999" "0.393532" "25.2126" "0.0281077" "302.3" "0.337012" "14.5621" "0.0162343" "27.9197" "0.0311257" "238" "2456" "1485885" "48335" "1687765" "1750303" "1691976"
"2151" "1234" "374.175" "0.303221" "146.791" "0.118955" "151.493" "0.122766" "458.7" "0.371718" "14.2995" "0.0115879" "35.4993" "0.0287677" "34057" "7439" "795" "815" "12327" "114811" "20343"
"513" "773" "42.8226" "0.055398" "231.511" "0.299496" "998.171" "1.29129" "217.9" "0.281889" "39.0464" "0.0505128" "109.568" "0.141744" "26704" "2776" "2518804" "436384" "2562511" "3078852" "2527141"
"1242" "577" "161.421" "0.279759" "91.6332" "0.15881" "0" "0" "0" "0" "5.07049" "0.00878768" "8.49104" "0.0147158" "18670" "4205" "7255" "5247" "6113" "252856" "99976"
"1059" "354" "105.738" "0.298695" "0" "0" "0" "0" "95.1" "0.268644" "0.510696" "0.00144264" "0" "0" "0" "6366" "32268" "2548" "44485" "117242" "57607"
"4168" "462" "0" "0" "0" "0" "0" "0" "121.7" "0.26342" "1.76555" "0.00382154" "0" "0" "4395" "6899" "22854" "47937" "235753" "5585680" "6259780"
"1294" "442" "105.738" "0.239226" "118.892" "0.268987" "0" "0" "206.4" "0.466968" "0.817115" "0.00184868" "6.23636" "0.0141094" "11143" "9333" "694993" "47203" "783612" "1847761" "721222"
"2138" "589" "6.43622" "0.0109274" "212.451" "0.360698" "0" "0" "6.8" "0.011545" "3.56758" "0.00605701" "6.71608" "0.0114025" "0" "13239" "7839" "5294" "23152" "2010735" "446395"
"2261" "448" "211.477" "0.472046" "0" "0" "107.125" "0.239119" "166.8" "0.372321" "1.37159" "0.00306158" "0" "0" "215725" "320754" "634936" "509134" "634599" "538592" "637276"
"2141" "845" "0" "0" "118.892" "0.140701" "26.7813" "0.0316938" "175.7" "0.207929" "5.2091" "0.00616462" "9.83426" "0.0116382" "17448" "22967" "24735" "24715" "180460" "762562" "65408"
"1208" "544" "19.3088" "0.035494" "89.1726" "0.16392" "0" "0" "708" "1.30147" "1.40077" "0.00257494" "7.67552" "0.0141094" "0" "12063" "6797" "9906" "340320" "840939" "351554"
"481" "1072" "444.485" "0.414632" "180.761" "0.168621" "0" "0" "125.6" "0.117164" "10.0242" "0.00935097" "58.6218" "0.0546845" "18805" "6188" "1017578" "40752" "1927377" "1770732" "2022017"
"1947" "899" "0" "0" "0" "0" "0" "0" "42.3" "0.330469" "0" "0" "0" "0" "0" "371" "477" "477" "55548" "232544" "9283"
"3223" "903" "8.59111" "0.00951396" "16.831" "0.018639" "38.5638" "0.0427063" "0" "0" "9.30197" "0.0103012" "10.8417" "0.0120063" "0" "437" "11265" "5365" "17342" "3950" "192378"
"3094" "495" "79.8525" "0.161318" "0" "0" "110.951" "0.224144" "1.1" "0.00222222" "11.9284" "0.0240978" "5.75664" "0.0116296" "0" "1413" "4776" "2669" "5008" "401213" "589604"
"3130" "575" "211.476" "0.367784" "257.099" "0.447128" "29.5143" "0.0513293" "200.6" "0.34887" "11.7825" "0.0204913" "22.0671" "0.0383776" "6151" "4924" "292814" "243882" "427472" "243736" "428964"
"4042" "710" "119.472" "0.16827" "104.604" "0.147329" "0" "0" "629.2" "0.886197" "3.21009" "0.00452125" "0" "0" "7657" "2295" "34371" "9411" "135196" "131448" "380758"
"2916" "651" "0" "0" "0" "0" "26.0161" "0.0399633" "40.6" "0.085654" "2.21788" "0.00340688" "7.67552" "0.0117904" "0" "19814" "1552571" "641642" "1552126" "2514203" "1963242"
"179" "466" "0" "0" "118.892" "0.255134" "0" "0" "186.6" "0.400429" "2.65562" "0.00569876" "0" "0" "246025" "4521" "4900" "4909" "23200" "6436" "704484"
"123" "715" "0" "0" "0" "0" "0" "0" "589.1" "2.59515" "1.16731" "0.0016326" "0" "0" "150736" "32150" "1171567" "32056" "1171340" "2467030" "1442034"
"1076" "889" "186.549" "0.209841" "0" "0" "0" "0" "69" "0.0776153" "8.5651" "0.00963454" "33.8203" "0.0380431" "28259" "3263" "1240" "1240" "0" "181442" "1147"
"90" "707" "151.836" "0.214762" "133.754" "0.189185" "0" "0" "324.7" "0.459264" "3.77915" "0.00534533" "7.72349" "0.0109243" "11289" "8948" "562214" "194865" "1027495" "640084" "1064385"
"3608" "426" "0" "0" "0" "0" "0" "0" "0" "0" "5.19451" "0.0121937" "1.63105" "0.00382875" "0" "15330" "709790" "78987" "707372" "5711711" "604318"
"873" "1177" "0" "0" "0" "0" "0" "0" "151.7" "0.547653" "0.0802524" "6.82E-05" "21.1077" "0.0179335" "83439" "11057" "1297541" "61056" "1724587" "1968013" "1708874"
"2455" "946" "105.738" "0.111774" "118.892" "0.125679" "127.785" "0.135079" "32.8" "0.0346723" "5.41339" "0.00572239" "22.0671" "0.0233268" "21697" "2033" "1227363" "81322" "1158534" "5395125" "1231808"
"3473" "419" "56.0871" "0.133859" "132.763" "0.316857" "0" "0" "81.2" "0.193795" "3.7062" "0.00884533" "0" "0" "1897" "930" "69042" "64636" "29655" "2583786" "117380"
"2222" "457" "282.714" "0.61863" "249.778" "0.54656" "0" "0" "11.3" "0.0247265" "6.15754" "0.0134738" "0" "0" "1596" "12741" "15282" "15262" "36265" "889273" "167131"
"2585" "754" "105.738" "0.140236" "483.525" "0.64128" "146.915" "0.194847" "0" "0" "5.48634" "0.00727631" "14.0078" "0.018578" "30950" "152" "26302" "21867" "261453" "5082" "345439"
"3709" "594" "87.778" "0.147774" "0" "0" "45.766" "0.0770472" "237.1" "0.399158" "7.25189" "0.0122086" "13.4322" "0.0226131" "3284" "18306" "1042470" "622" "1077758" "1972779" "2646879"
"2168" "1417" "0" "0" "0" "0" "0" "0" "835.5" "0.589626" "5.27477" "0.00372249" "12.1849" "0.00859907" "0" "2839" "19743" "18363" "90550" "773932" "92599"
"860" "2727" "0" "0" "0" "0" "0" "0" "188.7" "0.827632" "1.16731" "0.000428055" "0" "0" "22937" "5055" "137376" "22739" "135517" "3084473" "94723"
"736" "850" "0" "0" "117.405" "0.138123" "266.923" "0.314027" "192.1" "0.226" "10.3744" "0.0122052" "33.7723" "0.0397321" "6713" "2267" "30259" "7469" "7231" "404893" "19247"
"510" "1089" "105.738" "0.0970963" "0" "0" "193.584" "0.177763" "318.7" "0.292654" "12.5267" "0.0115029" "22.0671" "0.0202637" "0" "11909" "1087781" "4325" "1131488" "1647829" "1096118"
"2740" "1117" "0" "0" "0" "0" "0" "0" "842.8" "1.63017" "9.44788" "0.00845827" "0" "0" "29812" "1570" "72939" "21065" "38743" "20174" "166281"
"732" "709" "68.3967" "0.0964693" "26.4965" "0.0373717" "118.602" "0.16728" "478.6" "0.959118" "3.04229" "0.00429096" "8.10727" "0.0114348" "3616" "14592" "75849" "15969" "311477" "19785" "362864"
"2644" "1059" "105.738" "0.0998469" "118.892" "0.112269" "110.951" "0.10477" "628.8" "0.684967" "25.6808" "0.02425" "26.8643" "0.0253676" "85095" "1556" "17554" "13766" "17091" "257749" "85613"
"2624" "546" "648.222" "1.18722" "0" "0" "0.46179" "0.000845769" "243.1" "0.445238" "15.9192" "0.029156" "0" "0" "88" "2752" "5249" "1388" "28878" "254931" "18475"
"1239" "970" "89.8857" "0.0926657" "42.4529" "0.0437659" "2794.1" "2.88052" "640.4" "0.921439" "27.4098" "0.0282575" "39.5289" "0.0407515" "45411" "36712" "50396" "50416" "156065" "477336" "158909"
"3089" "858" "82.406" "0.0960443" "199.555" "0.232582" "0" "0" "85.2" "0.0993007" "6.96736" "0.00812046" "0" "0" "29974" "4619" "7154" "6452" "7333" "339617" "14906"
"1201" "939" "2234.53" "2.37969" "230.352" "0.245317" "0" "0" "69.3" "0.0738019" "16.8968" "0.0179944" "37.3702" "0.0397979" "1911" "1244" "44913" "2674" "60750" "96722" "151538"
"3149" "325" "83.802" "0.257852" "0" "0" "0" "0" "1.7" "0.00523077" "5.66144" "0.0174198" "18.4213" "0.0566808" "0" "1634" "289585" "35804" "289209" "2236013" "1555724"
"29" "634" "0" "0" "3.96308" "0.00625091" "110.951" "0.175002" "74.8" "0.152342" "2.04279" "0.00322206" "6.71608" "0.0105932" "0" "1443" "20948" "3042" "31408" "6685" "37647"
"3829" "927" "422.953" "0.45626" "364.625" "0.393339" "40.5545" "0.0437482" "167.6" "0.180798" "6.7193" "0.00724844" "8.68293" "0.0093667" "0" "497" "78990" "8970" "26133" "26697" "6506"
"972" "606" "227.021" "0.374623" "471.652" "0.778303" "0" "0" "123.3" "0.203465" "5.95325" "0.00982385" "17.6537" "0.0291315" "38416" "41961" "321363" "96041" "95748" "320146" "135618"
"2371" "336" "0" "0" "175.372" "0.521941" "0" "0" "0" "0" "1.02139" "0.00303986" "7.48363" "0.0222727" "53751" "1004" "16341" "1048" "13253" "291747" "2788"
"763" "800" "99.7186" "0.124648" "6.43261" "0.00804076" "0" "0" "268.9" "0.336125" "6.30345" "0.00787932" "29.167" "0.0364587" "2727" "2810" "21570" "6532" "36643" "14227" "271712"
"3027" "476" "0" "0" "168.149" "0.353253" "0" "0" "194.6" "0.408824" "4.08557" "0.00858313" "0" "0" "22715" "2509" "110830" "15150" "229965" "627447" "1673252"
"3545" "511" "0" "0" "0" "0" "0" "0" "0" "0" "15.051" "0.0294539" "43.8464" "0.0858051" "0" "1658" "32117" "10644" "30988" "2643245" "6607"
"193" "734" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "219361" "100709" "26649" "269633" "275669" "1068818"
"214" "431" "115.641" "0.268309" "40.6216" "0.0942496" "21.1309" "0.0490276" "0" "0" "13.1103" "0.0304183" "6.33231" "0.0146921" "0" "1274" "22798" "1843" "21008" "467570" "60764"
"2899" "395" "120.431" "0.304889" "186.911" "0.473193" "100.308" "0.253943" "4416.3" "11.1805" "350.841" "0.888206" "66.4892" "0.168327" "44628" "513386" "2141903" "1230974" "2141458" "3103535" "2552574"
"1180" "710" "119.472" "0.16827" "104.604" "0.147329" "0" "0" "629.2" "0.886197" "3.21009" "0.00452125" "0" "0" "1590845" "88246" "79123" "79123" "102937" "263497" "185173"
"2787" "532" "190.289" "0.357686" "126.151" "0.237126" "0" "0" "690.7" "1.29831" "2.07197" "0.00389468" "1.29524" "0.00243467" "6078" "5816" "8670" "8630" "7394" "175231" "4501"
"2553" "673" "0" "0" "261.563" "0.388653" "35.1983" "0.0523006" "316.2" "0.469837" "14.8102" "0.0220062" "23.0266" "0.0342148" "11456" "369" "9374" "9374" "43445" "137982" "1927174"
"3867" "449" "145.582" "0.324236" "157.239" "0.350199" "0" "0" "0" "0" "6.98925" "0.0155663" "0.95944" "0.00213684" "0" "6478" "83121" "58291" "441098" "1505740" "1073313"
"1800" "647" "105.738" "0.163428" "10.8863" "0.0168258" "0" "0" "0" "0" "8.95178" "0.0138358" "20.532" "0.0317342" "45295" "92690" "5715908" "24538" "284041" "22501869" "6062388"
"2267" "1141" "10.1141" "0.00886421" "10.8985" "0.00955168" "3595.19" "3.15091" "451.2" "0.395443" "21.9672" "0.0192526" "46.8687" "0.0410768" "0" "4248" "257758" "32469" "314585" "289234" "445406"
"342" "823" "202.267" "0.245768" "118.892" "0.144462" "110.951" "0.134813" "351.5" "0.457087" "12.0451" "0.0146357" "0.383776" "0.000466313" "268" "2549" "17223" "17023" "116067" "528206" "93430"
"1911" "720" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12953" "6731" "557933" "136059" "603405" "605058" "801798"
"514" "1026" "0" "0" "118.892" "0.11588" "0" "0" "0" "0" "11.0748" "0.0107942" "21.1077" "0.0205728" "23036" "1800" "2524718" "442298" "2568425" "3084766" "2533055"
"3517" "441" "100.502" "0.227896" "271.398" "0.615415" "0" "0" "44.9" "0.101814" "4.84433" "0.0109849" "2.3986" "0.005439" "13491" "8646" "35150" "18137" "311156" "401132" "320573"
"3007" "596" "126.886" "0.212895" "241.76" "0.405637" "0" "0" "0" "0" "6.33264" "0.0106252" "5.56475" "0.00933683" "3670" "118" "75415" "15034" "178273" "390105" "627288"
"1367" "562" "103.888" "0.184854" "66.3461" "0.118054" "0" "0" "366.4" "0.651957" "3.96154" "0.00704901" "6.81203" "0.012121" "13076" "677" "279" "299" "0" "1878608" "5050"
"970" "674" "206.417" "0.306257" "61.8604" "0.091781" "99.7602" "0.148012" "40.3" "0.0597923" "7.42699" "0.0110193" "0" "0" "1154" "25898" "865687" "26302" "476025" "4379881" "898931"
"2004" "578" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4744" "406" "32348" "11600" "39787" "157827" "6760"
"187" "514" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "8244" "379848" "109662" "61194" "109366" "115402" "1229305"
"3997" "774" "0" "0" "0" "0" "9.69759" "0.0125292" "0" "0" "5.33313" "0.00689035" "14.3916" "0.0185938" "0" "6466" "68734" "35374" "68384" "357667" "128586"
"2219" "457" "0" "0" "144.082" "0.315278" "0" "0" "396.7" "0.868053" "7.0768" "0.0154853" "11.1295" "0.0243534" "0" "4063" "1159429" "16456" "16323" "3529732" "2334881"
"914" "1386" "78.8937" "0.0569219" "118.892" "0.085781" "64.2751" "0.0463745" "556.4" "0.520974" "10.5349" "0.00760096" "12.7606" "0.00920675" "2162" "1820" "921057" "25990" "1200074" "1805499" "1881782"
"1841" "824" "78.5795" "0.0953635" "177.208" "0.215058" "65.6072" "0.0796204" "213.2" "0.258738" "13.7377" "0.016672" "41.4478" "0.0503007" "347734" "149253" "4846622" "98477" "584354" "21632583" "5193102"
"3347" "1008" "234.448" "0.232587" "275.944" "0.273754" "0" "0" "2699.6" "2.67817" "32.3052" "0.0320488" "35.8831" "0.0355983" "0" "382811" "435278" "14968" "470341" "1079239" "476439"
"2366" "849" "170.956" "0.201362" "0" "0" "0" "0" "439.7" "0.600683" "16.5903" "0.019541" "39.1452" "0.0461074" "2117" "2812" "106767" "16416" "4223" "32035" "551251"
"215" "490" "0" "0" "25.7312" "0.0525126" "0" "0" "267.9" "0.727989" "2.15952" "0.00440717" "0" "0" "0" "6738" "162054" "12428" "227647" "44482" "1252304"
"3980" "638" "315.777" "0.494948" "77.7294" "0.121833" "0" "0" "0" "0" "1.16731" "0.00182964" "14.1038" "0.0221062" "16696" "2873" "137381" "9624" "370259" "978462" "608914"
"1977" "1963" "87.3487" "0.0444976" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "21479" "8035" "12424" "12394" "20793" "154" "34909"
"1944" "625" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7293" "7613" "7333" "7175" "145224" "66827"
"3664" "887" "77.2346" "0.087074" "0" "0" "86.0731" "0.0970385" "0" "0" "6.86522" "0.00773982" "41.4478" "0.0467281" "0" "9600" "428288" "117792" "961988" "1910852" "1533507"
"4087" "468" "105.738" "0.225936" "0" "0" "0" "0" "192.1" "0.41047" "10.9143" "0.0233212" "7.62755" "0.0162982" "30230" "9339" "23653" "23692" "483947" "67721" "590170"
"3891" "407" "0" "0" "237.79" "0.584251" "0" "0" "278.4" "0.684029" "5.15803" "0.0126733" "15.3511" "0.0377176" "9680" "5046" "171002" "15008" "253447" "185290" "369771"
"2937" "452" "28.5033" "0.0630603" "0" "0" "0" "0" "46.3" "0.188211" "1.02139" "0.00225972" "0" "0" "37578" "119383" "50159" "4627" "200208" "938111" "178894"
"1155" "1205" "86.1006" "0.0714528" "327.814" "0.272045" "72.1172" "0.0598483" "192.2" "0.186783" "9.28008" "0.00770131" "17.5578" "0.0145708" "709" "83" "201930" "9070" "479295" "19246" "649192"
"3320" "600" "0" "0" "0" "0" "0" "0" "0" "0" "1.16731" "0.00194551" "0" "0" "194868" "19786" "265857" "110844" "120880" "41848" "1598178"
"3735" "442" "0" "0" "70.308" "0.159068" "0" "0" "247.8" "0.560633" "5.52282" "0.0124951" "1.39119" "0.00314748" "26494" "2490" "2855" "2868" "8100" "146579" "83816"
"3648" "437" "0" "0" "0" "0" "24.4858" "0.0560315" "133.9" "0.306407" "0" "0" "0" "0" "2536" "7134" "418571" "17995" "416938" "793710" "396867"
"1266" "993" "37.8473" "0.0381141" "97.2388" "0.0979243" "0" "0" "101.4" "0.102115" "11.4542" "0.0115349" "15.5429" "0.0156525" "24712" "7807" "48784" "48104" "48630" "62795" "36648"
"2273" "524" "0" "0" "0" "0" "0.92358" "0.00176256" "0" "0" "0.977619" "0.00186569" "0" "0" "214" "0" "1207426" "107410" "2748826" "4218788" "4374960"
"539" "377" "0" "0" "303.819" "0.805887" "0" "0" "204.9" "0.543501" "0.802522" "0.00212871" "0" "0" "3243" "13943" "23893" "5573" "51468" "724479" "124889"
"981" "751" "105.738" "0.140796" "67.7494" "0.0902123" "0" "0" "1139.1" "1.51678" "5.64684" "0.00751909" "0" "0" "0" "1585" "8430" "2919" "8032" "169664" "0"
"2312" "941" "250.253" "0.265943" "301.609" "0.32052" "183.839" "0.195365" "96.5" "0.131293" "15.372" "0.0163358" "36.5547" "0.0388466" "15636" "6075" "638809" "5206" "638527" "1077911" "916848"
"2911" "375" "0" "0" "118.892" "0.317046" "0" "0" "1776.6" "4.7376" "1.42265" "0.00379374" "0" "0" "4141" "5711" "1634228" "723299" "1633783" "2595860" "2044899"
"2762" "758" "211.476" "0.278992" "253.15" "0.333971" "0" "0" "202.9" "0.267678" "8.74021" "0.0115306" "38.2817" "0.0505035" "0" "415" "74860" "32913" "74096" "26343" "1104611"
"519" "419" "0" "0" "118.892" "0.283753" "0" "0" "0" "0" "2.04279" "0.00487539" "7.67552" "0.0183187" "0" "14199" "1533344" "407945" "2061007" "1877094" "2049742"
"108" "411" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "309074" "105015" "165867" "105107" "227842" "1001752" "873185"
